SA2_MAINCODE_2016,SA2_NAME_2016,RA_CODE_2016,RA_NAME_2016,RATIO,PERCENTAGE
306021153,Mount Sheridan,32,Outer Regional Australia,1,100
306021154,Westcourt - Bungalow,32,Outer Regional Australia,1,100
306021155,White Rock,32,Outer Regional Australia,1,100
306021156,Whitfield - Edge Hill,32,Outer Regional Australia,1,100
306021157,Woree,32,Outer Regional Australia,1,100
306031158,Babinda,32,Outer Regional Australia,1,100
306031159,Innisfail,32,Outer Regional Australia,1,100
306031160,Johnstone,32,Outer Regional Australia,1,100
306031161,Tully,32,Outer Regional Australia,0.8089993,80.8999255
306031161,Tully,33,Remote Australia,0.1910007,19.1000729
306031162,Wooroonooran,32,Outer Regional Australia,1,100
306031163,Yarrabah,32,Outer Regional Australia,1,100
306041164,Daintree,32,Outer Regional Australia,0.896579,89.6578986
306041164,Daintree,33,Remote Australia,0.103421,10.3421014
306041165,Port Douglas,32,Outer Regional Australia,1,100
306051166,Atherton,32,Outer Regional Australia,1,100
306051167,Herberton,32,Outer Regional Australia,0.7894182,78.9418171
306051167,Herberton,33,Remote Australia,0.2105818,21.0581829
306051168,Kuranda,32,Outer Regional Australia,1,100
306051169,Malanda - Yungaburra,32,Outer Regional Australia,1,100
306051170,Mareeba,32,Outer Regional Australia,1,100
307011171,Balonne,33,Remote Australia,0.7955176,79.5517592
307011171,Balonne,34,Very Remote Australia,0.2044824,20.4482408
307011172,Chinchilla,32,Outer Regional Australia,1,100
307011173,Goondiwindi,32,Outer Regional Australia,1,100
307011174,Inglewood - Waggamba,32,Outer Regional Australia,0.8880975,88.8097535
307011174,Inglewood - Waggamba,33,Remote Australia,0.1119025,11.1902465
307011175,Miles - Wandoan,32,Outer Regional Australia,0.7217178,72.1717752
307011175,Miles - Wandoan,33,Remote Australia,0.2782822,27.8282248
307011176,Roma,32,Outer Regional Australia,1,100
307011177,Roma Region,32,Outer Regional Australia,0.1038448,10.3844837
307011177,Roma Region,33,Remote Australia,0.6630621,66.306212
307011177,Roma Region,34,Very Remote Australia,0.233093,23.3093043
307011178,Tara,32,Outer Regional Australia,0.7731152,77.3115201
307011178,Tara,33,Remote Australia,0.2268848,22.6884799
307021179,Crows Nest - Rosalie,31,Inner Regional Australia,0.9271539,92.7153859
307021179,Crows Nest - Rosalie,32,Outer Regional Australia,0.0728461,7.2846141
307021180,Jondaryan,31,Inner Regional Australia,1,100
307021181,Millmerran,31,Inner Regional Australia,0.4601636,46.0163627
307021181,Millmerran,32,Outer Regional Australia,0.5398364,53.9836373
307021182,Pittsworth,31,Inner Regional Australia,1,100
307021183,Wambo,31,Inner Regional Australia,0.8005062,80.0506243
307021183,Wambo,32,Outer Regional Australia,0.1994938,19.9493757
307031184,Clifton - Greenmount,31,Inner Regional Australia,1,100
307031185,Southern Downs - East,31,Inner Regional Australia,0.7294187,72.9418741
307031185,Southern Downs - East,32,Outer Regional Australia,0.2705813,27.0581259
307031186,Southern Downs - West,31,Inner Regional Australia,0.9349036,93.4903624
307031186,Southern Downs - West,32,Outer Regional Australia,0.0650964,6.5096376
307031187,Stanthorpe,32,Outer Regional Australia,1,100
307031188,Stanthorpe Region,32,Outer Regional Australia,1,100
307031189,Warwick,31,Inner Regional Australia,1,100
308011190,Central Highlands - East,32,Outer Regional Australia,0.7757693,77.5769342
308011190,Central Highlands - East,33,Remote Australia,0.2242307,22.4230658
308011191,Central Highlands - West,32,Outer Regional Australia,0.1607165,16.071647
308011191,Central Highlands - West,33,Remote Australia,0.8098393,80.9839285
308011191,Central Highlands - West,34,Very Remote Australia,0.0294442,2.9444245
308011192,Emerald,32,Outer Regional Australia,1,100
308031205,Berserker,31,Inner Regional Australia,1,100
308031206,Bouldercombe,31,Inner Regional Australia,0.6145221,61.4522056
308031206,Bouldercombe,32,Outer Regional Australia,0.3854779,38.5477944
308031207,Emu Park,31,Inner Regional Australia,1,100
308031208,Frenchville - Mount Archer,31,Inner Regional Australia,1,100
308031209,Glenlee - Rockyview,31,Inner Regional Australia,1,100
308031210,Gracemere,31,Inner Regional Australia,1,100
308031211,Lakes Creek,31,Inner Regional Australia,1,100
308031212,Mount Morgan,31,Inner Regional Australia,0.8973577,89.7357707
308031212,Mount Morgan,32,Outer Regional Australia,0.1026423,10.2642293
308031213,Norman Gardens,31,Inner Regional Australia,1,100
308031214,Park Avenue,31,Inner Regional Australia,1,100
308031215,Parkhurst - Kawana,31,Inner Regional Australia,1,100
308031216,Rockhampton - West,31,Inner Regional Australia,1,100
308031217,Rockhampton City,31,Inner Regional Australia,1,100
308031218,Rockhampton Region - East,31,Inner Regional Australia,0.8211901,82.1190092
308031218,Rockhampton Region - East,32,Outer Regional Australia,0.1788099,17.8809908
308031219,Rockhampton Region - North,31,Inner Regional Australia,0.690259,69.0259047
308031219,Rockhampton Region - North,32,Outer Regional Australia,0.1927119,19.271193
308031219,Rockhampton Region - North,33,Remote Australia,0.1170288,11.7028845
308031220,Rockhampton Region - West,31,Inner Regional Australia,0.684697,68.4697009
308031220,Rockhampton Region - West,32,Outer Regional Australia,0.315303,31.5302991
308031221,Shoalwater Bay,32,Outer Regional Australia,1,100
308031222,The Range - Allenstown,31,Inner Regional Australia,1,100
308031223,Yeppoon,31,Inner Regional Australia,1,100
308041528,Banana,32,Outer Regional Australia,0.8149019,81.4901853
308041528,Banana,33,Remote Australia,0.1850981,18.5098147
308041529,Biloela,32,Outer Regional Australia,1,100
308051530,Agnes Water - Miriam Vale,32,Outer Regional Australia,1,100
308051531,Boyne Island - Tannum Sands,31,Inner Regional Australia,1,100
308051532,Callemondah,31,Inner Regional Australia,1,100
308051533,Clinton - New Auckland,31,Inner Regional Australia,1,100
308051534,Gladstone,31,Inner Regional Australia,1,100
308051535,Gladstone Hinterland,31,Inner Regional Australia,0.7861721,78.617206
308051535,Gladstone Hinterland,32,Outer Regional Australia,0.1772498,17.7249836
308051535,Gladstone Hinterland,33,Remote Australia,0.0365781,3.6578104
308051536,Kin Kora - Sun Valley,31,Inner Regional Australia,1,100
308051537,South Trees,31,Inner Regional Australia,1,100
308051538,Telina - Toolooa,31,Inner Regional Australia,1,100
308051539,West Gladstone,31,Inner Regional Australia,1,100
309011224,Broadbeach Waters,30,Major Cities of Australia,1,100
309011225,Burleigh Heads,30,Major Cities of Australia,1,100
309011226,Burleigh Waters,30,Major Cities of Australia,1,100
309011227,Mermaid Beach - Broadbeach,30,Major Cities of Australia,1,100
309011228,Mermaid Waters,30,Major Cities of Australia,1,100
309011229,Miami,30,Major Cities of Australia,1,100
309021230,Coolangatta,30,Major Cities of Australia,1,100
309021231,Currumbin - Tugun,30,Major Cities of Australia,1,100
309021232,Currumbin Waters,30,Major Cities of Australia,1,100
309021233,Elanora,30,Major Cities of Australia,1,100
309021234,Palm Beach,30,Major Cities of Australia,1,100
309031235,Arundel,30,Major Cities of Australia,1,100
309031236,Biggera Waters,30,Major Cities of Australia,1,100
309031237,Coombabah,30,Major Cities of Australia,1,100
309031238,Labrador,30,Major Cities of Australia,1,100
309031239,Paradise Point - Hollywell,30,Major Cities of Australia,1,100
309031240,Runaway Bay,30,Major Cities of Australia,1,100
309041241,Guanaba - Springbrook,30,Major Cities of Australia,0.4373233,43.732334
309041241,Guanaba - Springbrook,31,Inner Regional Australia,0.5626767,56.267666
309041242,Tamborine - Canungra,30,Major Cities of Australia,0.5154639,51.5463941
309041242,Tamborine - Canungra,31,Inner Regional Australia,0.4845361,48.4536059
309051243,Currumbin Valley - Tallebudgera,30,Major Cities of Australia,0.8911613,89.1161272
309051243,Currumbin Valley - Tallebudgera,31,Inner Regional Australia,0.1088387,10.8838728
309051244,Mudgeeraba - Bonogin,30,Major Cities of Australia,1,100
309051245,Reedy Creek - Andrews,30,Major Cities of Australia,1,100
309061246,Carrara,30,Major Cities of Australia,1,100
309061247,Highland Park,30,Major Cities of Australia,1,100
309061248,Nerang - Mount Nathan,30,Major Cities of Australia,1,100
309061249,Pacific Pines - Gaven,30,Major Cities of Australia,1,100
309061250,Worongary - Tallai,30,Major Cities of Australia,1,100
309071251,Coomera,30,Major Cities of Australia,1,100
309071252,Helensvale,30,Major Cities of Australia,1,100
309071253,Hope Island,30,Major Cities of Australia,0.9966177,99.6617662
309071253,Hope Island,31,Inner Regional Australia,0.0033823,0.3382338
309071254,Jacobs Well - Alberton,30,Major Cities of Australia,0.7310742,73.1074216
309071254,Jacobs Well - Alberton,31,Inner Regional Australia,0.2689258,26.8925784
309071255,Ormeau - Yatala,30,Major Cities of Australia,1,100
309071256,Oxenford - Maudsland,30,Major Cities of Australia,1,100
309071257,Pimpama,30,Major Cities of Australia,1,100
309071258,Upper Coomera - Willow Vale,30,Major Cities of Australia,0.9859552,98.5955225
309071258,Upper Coomera - Willow Vale,31,Inner Regional Australia,0.0140448,1.4044775
309081259,Clear Island Waters,30,Major Cities of Australia,1,100
309081260,Merrimac,30,Major Cities of Australia,1,100
309081261,Robina,30,Major Cities of Australia,1,100
309081262,Varsity Lakes,30,Major Cities of Australia,1,100
309091263,Ashmore,30,Major Cities of Australia,1,100
309091264,Molendinar,30,Major Cities of Australia,1,100
309091265,Parkwood,30,Major Cities of Australia,1,100
309091540,Southport - North,30,Major Cities of Australia,1,100
309091541,Southport - South,30,Major Cities of Australia,1,100
309101267,Benowa,30,Major Cities of Australia,1,100
309101268,Bundall,30,Major Cities of Australia,1,100
309101269,Main Beach,30,Major Cities of Australia,1,100
309101270,Surfers Paradise,30,Major Cities of Australia,1,100
310011271,Darra - Sumner,30,Major Cities of Australia,1,100
310011272,Durack,30,Major Cities of Australia,1,100
310011273,Forest Lake - Doolandella,30,Major Cities of Australia,1,100
310011274,Inala - Richlands,30,Major Cities of Australia,1,100
310011275,Oxley (Qld),30,Major Cities of Australia,1,100
310011276,Wacol,30,Major Cities of Australia,1,100
310021277,Boonah,31,Inner Regional Australia,1,100
310021278,Esk,31,Inner Regional Australia,1,100
310021279,Lake Manchester - England Creek,31,Inner Regional Australia,1,100
310021280,Lockyer Valley - East,31,Inner Regional Australia,1,100
310021281,Lowood,31,Inner Regional Australia,1,100
310021282,Rosewood,30,Major Cities of Australia,0.2861006,28.6100563
310021282,Rosewood,31,Inner Regional Australia,0.7138994,71.3899437
310031283,Brassall,30,Major Cities of Australia,1,100
310031284,Bundamba,30,Major Cities of Australia,1,100
310031285,Churchill - Yamanto,30,Major Cities of Australia,1,100
310031286,Ipswich - Central,30,Major Cities of Australia,1,100
310031287,Ipswich - East,30,Major Cities of Australia,1,100
310031288,Ipswich - North,30,Major Cities of Australia,0.9312352,93.1235163
310031288,Ipswich - North,31,Inner Regional Australia,0.0687648,6.8764837
310031289,Karalee - Barellan Point,30,Major Cities of Australia,1,100
310031290,Karana Downs,30,Major Cities of Australia,0.9345826,93.4582555
310031290,Karana Downs,31,Inner Regional Australia,0.0654174,6.5417445
310031291,Leichhardt - One Mile,30,Major Cities of Australia,1,100
310031292,North Ipswich - Tivoli,30,Major Cities of Australia,1,100
310031293,Raceview,30,Major Cities of Australia,1,100
310031294,Ripley,30,Major Cities of Australia,1,100
310031295,Riverview,30,Major Cities of Australia,1,100
310041296,Bellbird Park - Brookwater,30,Major Cities of Australia,1,100
310041297,Camira - Gailes,30,Major Cities of Australia,1,100
310041298,Carole Park,30,Major Cities of Australia,1,100
310041299,Collingwood Park - Redbank,30,Major Cities of Australia,1,100
310041300,Goodna,30,Major Cities of Australia,1,100
310041301,New Chum,30,Major Cities of Australia,1,100
310041302,Redbank Plains,30,Major Cities of Australia,1,100
310041303,Springfield,30,Major Cities of Australia,1,100
310041304,Springfield Lakes,30,Major Cities of Australia,1,100
311011305,Beaudesert,31,Inner Regional Australia,1,100
311021306,Beenleigh,30,Major Cities of Australia,1,100
311021307,Eagleby,30,Major Cities of Australia,1,100
311021308,Edens Landing - Holmview,30,Major Cities of Australia,1,100
311021309,Mount Warren Park,30,Major Cities of Australia,1,100
311021310,Wolffdene - Bahrs Scrub,30,Major Cities of Australia,1,100
311031311,Boronia Heights - Park Ridge,30,Major Cities of Australia,1,100
311031312,Browns Plains,30,Major Cities of Australia,1,100
311031313,Chambers Flat - Logan Reserve,30,Major Cities of Australia,0.9151335,91.5133521
311031313,Chambers Flat - Logan Reserve,31,Inner Regional Australia,0.0848665,8.4866479
311031314,Crestmead,30,Major Cities of Australia,1,100
311031315,Greenbank Military Camp,30,Major Cities of Australia,1,100
311031316,Hillcrest,30,Major Cities of Australia,1,100
311031317,Marsden,30,Major Cities of Australia,1,100
311031318,Munruben - Park Ridge South,30,Major Cities of Australia,1,100
311031319,Regents Park - Heritage Park,30,Major Cities of Australia,1,100
311041320,Greenbank,30,Major Cities of Australia,0.9928494,99.2849351
311041320,Greenbank,31,Inner Regional Australia,0.0071506,0.7150649
311041321,Jimboomba,30,Major Cities of Australia,0.3730938,37.3093809
311041321,Jimboomba,31,Inner Regional Australia,0.6269062,62.6906191
311041322,Logan Village,30,Major Cities of Australia,0.9473159,94.7315943
311041322,Logan Village,31,Inner Regional Australia,0.0526841,5.2684057
311051323,Bethania - Waterford,30,Major Cities of Australia,1,100
311051324,Cornubia - Carbrook,30,Major Cities of Australia,1,100
311051325,Loganholme - Tanah Merah,30,Major Cities of Australia,1,100
311051326,Loganlea,30,Major Cities of Australia,1,100
311051327,Shailer Park,30,Major Cities of Australia,1,100
311051328,Waterford West,30,Major Cities of Australia,1,100
311061329,Daisy Hill,30,Major Cities of Australia,1,100
311061330,Kingston (Qld.),30,Major Cities of Australia,1,100
311061331,Logan Central,30,Major Cities of Australia,1,100
311061332,Rochedale South - Priestdale,30,Major Cities of Australia,1,100
311061333,Slacks Creek,30,Major Cities of Australia,1,100
311061334,Springwood,30,Major Cities of Australia,1,100
311061335,Underwood,30,Major Cities of Australia,1,100
311061336,Woodridge,30,Major Cities of Australia,1,100
312011337,Bowen,32,Outer Regional Australia,1,100
312011338,Broadsound - Nebo,32,Outer Regional Australia,0.524459,52.4458997
312011338,Broadsound - Nebo,33,Remote Australia,0.4755409,47.5540911
312011339,Clermont,33,Remote Australia,0.949514,94.9514049
312011339,Clermont,34,Very Remote Australia,0.050486,5.0485951
312011340,Collinsville,32,Outer Regional Australia,0.4505207,45.0520732
312011340,Collinsville,33,Remote Australia,0.5494793,54.9479268
312011341,Moranbah,32,Outer Regional Australia,1,100
312021342,Andergrove - Beaconsfield,31,Inner Regional Australia,1,100
312021343,East Mackay,31,Inner Regional Australia,1,100
312021344,Eimeo - Rural View,31,Inner Regional Australia,1,100
312021345,Eungella Hinterland,32,Outer Regional Australia,1,100
312021346,Mackay,31,Inner Regional Australia,1,100
312021347,Mackay Harbour,31,Inner Regional Australia,1,100
312021348,Mount Pleasant - Glenella,31,Inner Regional Australia,1,100
312021349,North Mackay,31,Inner Regional Australia,1,100
312021350,Ooralea - Bakers Creek,31,Inner Regional Australia,1,100
312021351,Pioneer Valley,32,Outer Regional Australia,1,100
312021352,Sarina,32,Outer Regional Australia,1,99.999999
312021353,Seaforth - Calen,31,Inner Regional Australia,0.0565432,5.6543207
312021353,Seaforth - Calen,32,Outer Regional Australia,0.9402468,94.0246843
312021353,Seaforth - Calen,33,Remote Australia,0.0003704,0.0370381
312021353,Seaforth - Calen,34,Very Remote Australia,0.0028396,0.2839569
312021354,Shoal Point - Bucasia,31,Inner Regional Australia,1,100
312021355,Slade Point,31,Inner Regional Australia,1,100
312021356,South Mackay,31,Inner Regional Australia,1,100
312021357,Walkerston - Eton,31,Inner Regional Australia,0.0267069,2.6706942
312021357,Walkerston - Eton,32,Outer Regional Australia,0.9732931,97.3293058
312021358,West Mackay,31,Inner Regional Australia,1,100
312031359,Airlie - Whitsundays,32,Outer Regional Australia,0.825263,82.5262954
312031359,Airlie - Whitsundays,33,Remote Australia,0.1444152,14.4415218
312031359,Airlie - Whitsundays,34,Very Remote Australia,0.0303218,3.0321828
312031360,Cape Conway,32,Outer Regional Australia,1,100
312031361,Proserpine,32,Outer Regional Australia,1,100
313011362,Beachmere - Sandstone Point,30,Major Cities of Australia,0.8810789,88.1078911
313011362,Beachmere - Sandstone Point,31,Inner Regional Australia,0.1189211,11.8921089
313011363,Bribie Island,31,Inner Regional Australia,1,100
313021364,Burpengary - East,30,Major Cities of Australia,1,100
313021365,Caboolture,30,Major Cities of Australia,1,100
313021366,Caboolture - South,30,Major Cities of Australia,1,100
313021367,Elimbah,30,Major Cities of Australia,1,100
313021368,Morayfield - East,30,Major Cities of Australia,1,100
313021369,Wamuran,30,Major Cities of Australia,1,100
313031370,Kilcoy,31,Inner Regional Australia,0.8520787,85.2078704
313031370,Kilcoy,32,Outer Regional Australia,0.1479213,14.7921296
313031371,Woodford - D'Aguilar,31,Inner Regional Australia,1,100
313041372,Burpengary,30,Major Cities of Australia,1,100
313041373,Deception Bay,30,Major Cities of Australia,1,100
313041374,Morayfield,30,Major Cities of Australia,1,100
313041375,Narangba,30,Major Cities of Australia,1,100
313041376,Upper Caboolture,30,Major Cities of Australia,0.9005288,90.0528759
313041376,Upper Caboolture,31,Inner Regional Australia,0.0994712,9.9471241
313051377,Clontarf,30,Major Cities of Australia,1,100
313051378,Margate - Woody Point,30,Major Cities of Australia,1,100
313051379,Redcliffe,30,Major Cities of Australia,1,100
313051380,Rothwell - Kippa-Ring,30,Major Cities of Australia,1,100
313051542,Scarborough - Newport - Moreton Island,30,Major Cities of Australia,0.9701322,97.0132209
313051542,Scarborough - Newport - Moreton Island,33,Remote Australia,0.0298678,2.9867791
314011382,Albany Creek,30,Major Cities of Australia,1,100
314011383,Cashmere,30,Major Cities of Australia,1,100
314011384,Dayboro,30,Major Cities of Australia,0.2583264,25.8326436
314011384,Dayboro,31,Inner Regional Australia,0.7416736,74.1673564
314011385,Eatons Hill,30,Major Cities of Australia,1,100
314011386,The Hills District,30,Major Cities of Australia,1,100
314011387,Samford Valley,30,Major Cities of Australia,0.6011757,60.1175707
314011387,Samford Valley,31,Inner Regional Australia,0.3988243,39.8824293
314021388,Dakabin - Kallangur,30,Major Cities of Australia,1,100
314021389,Murrumba Downs - Griffin,30,Major Cities of Australia,1,100
314021390,North Lakes - Mango Hill,30,Major Cities of Australia,1,100
314031391,Bray Park,30,Major Cities of Australia,1,100
314031392,Lawnton,30,Major Cities of Australia,1,100
314031393,Petrie,30,Major Cities of Australia,1,100
314031394,Strathpine - Brendale,30,Major Cities of Australia,1,100
315011395,Aurukun,34,Very Remote Australia,1,100
315011396,Cape York,33,Remote Australia,0.6311844,63.1184384
315011396,Cape York,34,Very Remote Australia,0.3688156,36.8815616
315011397,Croydon - Etheridge,34,Very Remote Australia,1,100
315011398,Kowanyama - Pormpuraaw,34,Very Remote Australia,1,100
315011399,Northern Peninsula,34,Very Remote Australia,1,100
315011400,Tablelands,32,Outer Regional Australia,0.8687406,86.874061
315011400,Tablelands,33,Remote Australia,0.0472467,4.724671
315011400,Tablelands,34,Very Remote Australia,0.0840127,8.401268
315011401,Torres,34,Very Remote Australia,1,100
315011402,Torres Strait Islands,34,Very Remote Australia,1,100
315011403,Weipa,34,Very Remote Australia,1,100
315021404,Carpentaria,34,Very Remote Australia,1,100
315021405,Mount Isa,33,Remote Australia,1,100
315021406,Mount Isa Region,33,Remote Australia,0.6744221,67.4422066
315021406,Mount Isa Region,34,Very Remote Australia,0.3255779,32.5577934
315021407,Northern Highlands,34,Very Remote Australia,1,100
315031408,Barcaldine - Blackall,34,Very Remote Australia,1,100
315031409,Charleville,34,Very Remote Australia,1,100
315031410,Far Central West,34,Very Remote Australia,1,100
315031411,Far South West,34,Very Remote Australia,1,100
315031412,Longreach,34,Very Remote Australia,1,100
316011413,Buderim - North,30,Major Cities of Australia,1,100
316011414,Buderim - South,30,Major Cities of Australia,1,100
316011415,Mountain Creek,30,Major Cities of Australia,1,100
316011416,Sippy Downs,30,Major Cities of Australia,1,100
316021417,Aroona - Currimundi,30,Major Cities of Australia,1,100
316021418,Buddina - Minyama,30,Major Cities of Australia,1,100
316021419,Caloundra - Kings Beach,30,Major Cities of Australia,1,100
316021420,Caloundra - West,30,Major Cities of Australia,1,100
316021421,Golden Beach - Pelican Waters,30,Major Cities of Australia,1,100
316021422,Moffat Beach - Battery Hill,30,Major Cities of Australia,1,100
316021423,Parrearra - Warana,30,Major Cities of Australia,1,100
316021424,Wurtulla - Birtinya,30,Major Cities of Australia,1,100
316031425,Coolum Beach,30,Major Cities of Australia,1,100
316031426,Marcoola - Mudjimba,30,Major Cities of Australia,1,100
316031427,Maroochydore - Kuluin,30,Major Cities of Australia,1,100
316031428,Mooloolaba - Alexandra Headland,30,Major Cities of Australia,1,100
316051434,Noosa Heads,30,Major Cities of Australia,1,100
316051435,Noosaville,30,Major Cities of Australia,1,100
316051437,Sunshine Beach,30,Major Cities of Australia,1,100
316051438,Tewantin,30,Major Cities of Australia,1,100
316051543,Peregian Beach - Marcus Beach,30,Major Cities of Australia,1,100
316051544,Peregian Springs,30,Major Cities of Australia,1,100
316061439,Beerwah,31,Inner Regional Australia,1,100
316061440,Caloundra Hinterland,31,Inner Regional Australia,1,100
316061441,Glass House Mountains,31,Inner Regional Australia,1,100
316061442,Landsborough,30,Major Cities of Australia,0.0264738,2.6473751
316061442,Landsborough,31,Inner Regional Australia,0.9735262,97.3526249
316061443,Maroochy Hinterland,31,Inner Regional Australia,1,100
316061444,Palmwoods,30,Major Cities of Australia,0.4267834,42.6783417
316061444,Palmwoods,31,Inner Regional Australia,0.5732166,57.3216583
316071545,Bli Bli,30,Major Cities of Australia,1,99.9999998
316071546,Diddillibah - Rosemount,30,Major Cities of Australia,1,100
316071547,Eumundi - Yandina,31,Inner Regional Australia,1,100
316071548,Nambour,30,Major Cities of Australia,0.942893,94.2893022
316071548,Nambour,31,Inner Regional Australia,0.057107,5.7106978
316081549,Noosa Hinterland,30,Major Cities of Australia,0.2259411,22.5941074
316081549,Noosa Hinterland,31,Inner Regional Australia,0.7740589,77.4058926
317011445,Cambooya - Wyreema,31,Inner Regional Australia,1,100
317011446,Darling Heights,31,Inner Regional Australia,1,100
317011447,Drayton - Harristown,31,Inner Regional Australia,1,100
317011448,Gatton,31,Inner Regional Australia,1,100
317011449,Gowrie (Qld),31,Inner Regional Australia,1,100
317011450,Highfields,31,Inner Regional Australia,1,100
317011451,Lockyer Valley - West,31,Inner Regional Australia,1,100
317011452,Middle Ridge,31,Inner Regional Australia,1,100
317011453,Newtown (Qld),31,Inner Regional Australia,1,100
317011454,North Toowoomba - Harlaxton,31,Inner Regional Australia,1,100
317011455,Rangeville,31,Inner Regional Australia,1,100
317011456,Toowoomba - Central,31,Inner Regional Australia,1,100
317011457,Toowoomba - East,31,Inner Regional Australia,1,100
317011458,Toowoomba - West,31,Inner Regional Australia,1,100
317011459,Wilsonton,31,Inner Regional Australia,1,100
318011460,Ayr,32,Outer Regional Australia,1,100
318011461,Burdekin,32,Outer Regional Australia,0.9753133,97.531333
318011461,Burdekin,33,Remote Australia,0.0246867,2.468667
318011462,Charters Towers,32,Outer Regional Australia,1,100
318011463,Dalrymple,32,Outer Regional Australia,0.4666666,46.6666618
318011463,Dalrymple,33,Remote Australia,0.3519257,35.192568
318011463,Dalrymple,34,Very Remote Australia,0.1814077,18.1407703
318011464,Ingham,32,Outer Regional Australia,1,100
318011465,Ingham Region,32,Outer Regional Australia,0.5260457,52.6045692
318011465,Ingham Region,33,Remote Australia,0.4727103,47.2710334
318011465,Ingham Region,34,Very Remote Australia,0.001244,0.1243974
318011466,Palm Island,33,Remote Australia,1,99.9999963
318021467,Aitkenvale,32,Outer Regional Australia,1,100
318021468,Annandale,32,Outer Regional Australia,1,100
318021469,Belgian Gardens - Pallarenda,32,Outer Regional Australia,1,100
318021470,Bohle Plains,32,Outer Regional Australia,1,100
318021471,Condon - Rasmussen,32,Outer Regional Australia,1,100
318021472,Cranbrook,32,Outer Regional Australia,1,100
318021473,Deeragun,32,Outer Regional Australia,1,100
318021474,Douglas,32,Outer Regional Australia,1,100
318021475,Garbutt - West End,32,Outer Regional Australia,1,100
318021476,Gulliver - Currajong - Vincent,32,Outer Regional Australia,1,100
318021477,Heatley,32,Outer Regional Australia,1,100
318021478,Hermit Park - Rosslea,32,Outer Regional Australia,1,100
318021479,Hyde Park - Pimlico,32,Outer Regional Australia,1,100
318021480,Kelso,32,Outer Regional Australia,1,100
318021481,Kirwan - East,32,Outer Regional Australia,1,100
318021482,Kirwan - West,32,Outer Regional Australia,1,100
318021483,Magnetic Island,32,Outer Regional Australia,1,100
318021484,Mount Louisa,32,Outer Regional Australia,1,100
318021485,Mundingburra,32,Outer Regional Australia,1,100
318021486,Northern Beaches,32,Outer Regional Australia,1,100
318021487,Oonoonba,32,Outer Regional Australia,1,100
318021488,South Townsville - Railway Estate,32,Outer Regional Australia,1,100
318021489,Townsville - South,32,Outer Regional Australia,1,100
318021490,Townsville City - North Ward,32,Outer Regional Australia,1,100
318021491,Wulguru - Roseneath,32,Outer Regional Australia,1,100
319011492,Ashfield - Kepnock,31,Inner Regional Australia,1,100
319011493,Bargara - Burnett Heads,31,Inner Regional Australia,1,100
319011494,Branyan - Kensington,31,Inner Regional Australia,1,100
319011495,Bundaberg,31,Inner Regional Australia,1,100
319011496,Bundaberg East - Kalkie,31,Inner Regional Australia,1,100
319011497,Bundaberg North - Gooburrum,31,Inner Regional Australia,1,100
319011498,Bundaberg Region - North,31,Inner Regional Australia,0.9541325,95.4132541
319011498,Bundaberg Region - North,32,Outer Regional Australia,0.0458675,4.5867459
319011499,Bundaberg Region - South,31,Inner Regional Australia,1,100
319011500,Millbank - Avoca,31,Inner Regional Australia,1,100
319011501,Svensson Heights - Norville,31,Inner Regional Australia,1,100
319011502,Walkervale - Avenell Heights,31,Inner Regional Australia,1,100
319021503,Gayndah - Mundubbera,32,Outer Regional Australia,1,100
319021504,Gin Gin,31,Inner Regional Australia,0.2907317,29.0731716
319021504,Gin Gin,32,Outer Regional Australia,0.7092683,70.9268284
319021505,Kingaroy,31,Inner Regional Australia,1,100
319021506,Kingaroy Region - North,31,Inner Regional Australia,0.3466165,34.6616451
319021506,Kingaroy Region - North,32,Outer Regional Australia,0.6533835,65.3383549
319021507,Kingaroy Region - South,31,Inner Regional Australia,0.7661311,76.6131081
319021507,Kingaroy Region - South,32,Outer Regional Australia,0.2338689,23.3868919
319021508,Monto - Eidsvold,32,Outer Regional Australia,0.9478351,94.7835121
319021508,Monto - Eidsvold,33,Remote Australia,0.0521649,5.2164879
319021509,Nanango,31,Inner Regional Australia,0.6733554,67.33554
319021509,Nanango,32,Outer Regional Australia,0.3266446,32.66446
319021510,North Burnett,32,Outer Regional Australia,1,100
319031511,Cooloola,31,Inner Regional Australia,1,100
319031512,Gympie - North,31,Inner Regional Australia,1,100
319031513,Gympie - South,31,Inner Regional Australia,1,100
319031514,Gympie Region,31,Inner Regional Australia,1,100
319031515,Kilkivan,31,Inner Regional Australia,0.429077,42.9076983
319031515,Kilkivan,32,Outer Regional Australia,0.570923,57.0923017
319041516,Booral - River Heads,31,Inner Regional Australia,1,100
319041517,Craignish - Dundowran Beach,31,Inner Regional Australia,1,100
319041518,Pialba - Eli Waters,31,Inner Regional Australia,1,100
319041519,Point Vernon,31,Inner Regional Australia,1,100
319041520,Torquay - Scarness - Kawungan,31,Inner Regional Australia,1,100
319041521,Urangan - Wondunna,31,Inner Regional Australia,1,100
319051522,Burrum - Fraser,31,Inner Regional Australia,0.9765273,97.6527265
319051522,Burrum - Fraser,33,Remote Australia,0.0234727,2.3472735
319051523,Granville,31,Inner Regional Australia,1,100
319051524,Maryborough (Qld),31,Inner Regional Australia,1,100
319051525,Maryborough Region - South,31,Inner Regional Australia,0.9699774,96.997743
319051525,Maryborough Region - South,32,Outer Regional Australia,0.0300226,3.002257
319051526,Tinana,31,Inner Regional Australia,1,100
